Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
40390203	194630000	[X]Other retinal disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390207	194633003	[X]Glaucoma in endocrine, nutritional and metabolic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390208	194634009	[X]Glaucoma in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390215	194640002	[X]Vitreous hemorrhage in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390217	194642005	[X]Endophthalmitis in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390218	194643000	[X]Other disorders of vitreous body and globe in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390220	194645007	[X]Optic atrophy in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390221	194646008	[X]Retrobulbar neuritis in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390222	194647004	[X]Other disorders of optic nerve and visual pathways in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390235	194659000	[X]Anomalies of pupillary function in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390236	194660005	[X]Visual disturbances in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390238	194661009	[X]Other disorders of eye in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390245	194668003	[X]Otitis externa in bacterial diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390246	194669006	[X]Otitis externa in viral diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390249	194671006	[X]Otitis externa in other infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390250	194672004	[X]Otitis externa in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390251	194673009	[X]Other disorders of external ear in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390256	194678000	[X]Otitis media in bacterial diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390257	194679008	[X]Otitis media in viral diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390258	194680006	[X]Otitis media in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390267	194688004	[X]Mastoiditis in infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390268	194689007	[X]Other specified disorders of middle ear and mastoid in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390276	194696009	[X]Vertiginous syndromes in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40390278	194698005	[X]Deaf mutism, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40390961	191412004	[X]Other megaloblastic anemias, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40390978	191428009	[X]Anemia in other chronic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40391375	191445004	[X]Other disorders of the blood and blood-forming organs in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40391502	193084008	[X]Drug-induced headache, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40391503	193085009	[X]Vascular headache, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40392062	193258009	[X]Inflammatory myopathy, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40392063	193259001	[X]Mitochondrial myopathy, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40392486	198601000	[X]Severe vaginal dysplasia, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40392487	198602007	[X]Severe vulvar dysplasia, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40393413	197265002	[X]Neurogenic bowel, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40393848	197369005	[X]Granulomatous hepatitis, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40394127	195554009	[X]Pericarditis in bacterial diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394128	195555005	[X]Pericarditis in other infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394129	195556006	[X]Pericarditis in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394135	195561008	[X]Mitral valve disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394136	195562001	[X]Aortic valve disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394137	195563006	[X]Tricuspid valve disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394138	195564000	[X]Pulmonary valve disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394140	195566003	[X]Multiple valve disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394141	195567007	[X]Endocarditis, valve unspecified, in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394145	195570006	[X]Myocarditis in bacterial diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394146	195571005	[X]Myocarditis in viral diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394147	195572003	[X]Myocarditis in other infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394148	195573008	[X]Myocarditis in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394152	195577009	[X]Cardiomyopathy in infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394153	195578004	[X]Cardiomyopathy in metabolic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394154	195579007	[X]Cardiomyopathy in nutritional diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394155	195580005	[X]Cardiomyopathy in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394165	195589006	[X]Other heart disorders in bacterial diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394166	195590002	[X]Other heart disorders in other infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394169	195592005	[X]Other heart disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394521	195605008	[X]Cerebral arteritis in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394522	195606009	[X]Other cerebrovascular disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394540	195622005	[X]Aneurysm of aorta in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394541	195623000	[X]Aortitis in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394542	195624006	[X]Peripheral angiopathy in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394543	195625007	[X]Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394544	195626008	[X]Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40394561	195641008	[X]Other postprocedural disorders of the circulatory system, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40394563	195643006	[X]Esophageal varices in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394564	195644000	[X]Other specified disorders of circulatory system in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394631	197512005	[X]Other cysts of oral region, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40394641	197521006	[X]Disorders of esophagus in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394668	197546006	[X]Neurogenic bowel, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40394672	197550004	[X]Other disorders of peritoneum in infectious diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394679	197556005	[X]Liver disorders in infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394680	197557001	[X]Liver disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394682	197559003	[X]Granulomatous hepatitis, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40394691	197567006	[X]Disorders of gallbladder and biliary tract in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394692	197568001	[X]Disorders of pancreas in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394696	197571009	[X]Other postprocedural disorders of digestive system, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40394699	197574001	[X]Disorders of other specified digestive organs in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40394905	200572003	[X]Other obstetric conditions, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40396078	197884005	[X]Reflex neuropathic bladder, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40396079	197885006	[X]Uninhibited neuropathic bladder, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40396935	196208009	[X]Pneumonia in bacterial diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40396936	196209001	[X]Pneumonia in viral diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40396937	196210006	[X]Pneumonia in mycoses classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40396939	196211005	[X]Pneumonia in parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40396940	196212003	[X]Pneumonia in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40396967	196237008	[X]Upper respiratory inflammation due to chemicals, gases, fumes and vapours, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40396981	196250009	[X]Pleural effusion in conditions classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40396991	196259005	[X]Respiratory disorders in other diffuse connective tissue disorders classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40396992	196260000	[X]Respiratory disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40397911	201356003	[X]Bullous disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40397934	201377000	[X]Papulosquamous disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40397942	201384008	[X]Erythema in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398152	198344007	[X]Severe cervical dysplasia, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40398180	198370008	[X]Severe vaginal dysplasia, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40398208	198395009	[X]Severe vulvar dysplasia, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40398332	194702009	[X]Acoustic neuritis in infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398333	194703004	[X]Other specified disorders of ear in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398674	198490000	[X]Glomerular disorders in infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398676	198491001	[X]Glomerular disorders in neoplastic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398677	198492008	[X]Glomerular disorders in blood diseases and disorders involving the immune mechanism classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398679	198494009	[X]Glomerular disorders in other endocrine, nutritional and metabolic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398680	198495005	[X]Glomerular disorders in systemic disorders of connective tissue classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398681	198496006	[X]Glomerular disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40398700	198512007	Toxic nephropathy, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40399076	198514008	Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399077	198515009	[X]Renal tubulo-interstitial disorders in neoplastic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399078	198516005	[X]Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399079	198517001	[X]Renal tubulo-interstitial disorders in metabolic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399080	198518006	[X]Renal tubulo-interstitial disorders in connective tissue disorders classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399082	198520009	[X]Renal tubulo-interstitial disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399092	198529005	[X]Calculus of urinary tract in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399097	198533003	[X]Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399098	198534009	[X]Other disorders of kidney and ureter in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399104	198540002	[X]Bladder disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399109	198544006	[X]Urethritis in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399110	198545007	[X]Other urethral disorders in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399129	198562002	[X]Disorders of prostate in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399130	198563007	[X]Disorders of testis and epididymis in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399131	198564001	[X]Balanitis in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399132	198565000	[X]Other disorders of male genital organs in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399140	198572004	[X]Female pelvic inflammatory disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399143	198575002	[X]Ulceration of vulva in infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399144	198576001	[X]Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic disease classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399145	198577005	[X]Vulvovaginal ulceration and inflammation in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40399170	198600004	[X]Severe cervical dysplasia, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40399546	206679008	[X]Other transitory neonatal disorders of thyroid function, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40399553	206685001	[X]Neonatal goiter, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40401302	203724003	[X]Arthritis in other infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401304	203726001	[X]Other post-infectious arthropathies in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401305	203727005	[X]Reactive arthropathy in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401315	203736009	[X]Juvenile arthritis in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401319	203740000	[X]Other specific arthropathies, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40401322	203742008	[X]Gouty arthropathy due to enzyme defects and other inherited disorders classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401323	203743003	[X]Crystal arthropathy in other metabolic disorders classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401325	203745005	[X]Arthropathies in other specified diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401359	203776004	[X]Other specific joint derangements, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40401373	203789005	[X]Dermato(poly)myositis in neoplastic disease classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401374	203790001	[X]Arthropathy in neoplastic disease classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401376	203791002	[X]Arthropathy in other blood disorders classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401377	203792009	[X]Arthropathy in hypersensitivity reactions classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401770	203793004	[X]Systemic disorders of connective tissue in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401797	203817008	[X]Spondylopathy in other infectious and parasitic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401798	203818003	[X]Collapsed vertebra in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401799	203819006	[X]Spondylopathy in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401810	203829004	[X]Sacrococcygeal disorders, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40401820	203838002	[X]Muscle wasting and atrophy, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40401822	203840007	[X]Myositis in bacterial diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401824	203841006	[X]Myositis in protozoal and parasitic infections classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401825	203842004	[X]Myositis in other infectious diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401826	203843009	[X]Myositis in sarcoidosis classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401827	203844003	[X]Other disorders of muscle in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401836	203852000	[X]Synovitis and tenosynovitis in bacterial diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401837	203853005	[X]Other disorders of synovium and tendon in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401838	203854004	[X] Synovial hypertrophy (& [not elsewhere classified])	Disorder	Condition	SNOMED	Invalid	Non-standard
40401847	203862007	[X]Other bursitis, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40401849	203864008	[X]Fasciitis, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40401851	203866005	[X]Other soft tissue disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40401855	203870002	[X]Other enthesopathies, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40401865	203879001	[X]Osteoporosis in other disorders classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40402221	203900002	[X]Periostitis in other infectious diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40402224	203901003	[X]Osteopathy in other infectious diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40402225	203902005	[X]Osteonecrosis due to hemoglobinopathy classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40402226	203903000	[X]Osteonecrosis in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40402227	203904006	[X]Osteitis deformans in neoplastic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40402228	203905007	[X]Fracture of bone in neoplastic diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40402230	203907004	[X]Osteopathy in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40403311	205907001	[X]Congenital malformations of palate, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40403735	205981002	[X]Other phakomatoses, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40403738	205984005	[X]Other specified congenital malformation syndromes, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40403741	205987003	[X]Chromosomal abnormalities, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40404687	202826003	[X]Sacrococcygeal disorders, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40405438	201394003	[X]Nail disorders in other diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40405464	201417008	[X]Keratoderma in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40405475	201427002	[X]Other disorders of skin and subcutaneous tissue in diseases classified elsewhere	Disorder	Condition	SNOMED	Invalid	Non-standard
40406250	206502007	[X]Neonatal goiter, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40406699	206607006	[X]Fetus and newborn affected by other medical procedure on mother, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40406768	206670007	[X]Other congenital anemias, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40410641	213412004	[X]Injury of blood vessels of head, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40411156	210494000	[X]Injury of blood vessels of head, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40411794	213653000	[X]Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40411798	213657004	[X]Poisoning by other analgesics, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40411805	213663008	[X]Poisoning by mixed antiepileptics, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40411810	213668004	[X]Poisoning by other psychotropic drugs, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416539	213670008	[X]Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416543	213673005	[X]Poisoning by other antidysrhythmic drugs, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416544	213674004	[X]Poisoning by other antihypertensive drugs, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416552	213681006	[X]Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416593	213718004	[X]Other adverse food reactions, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416594	213719007	[X]Other adverse effects, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416598	213722009	[X]Post-traumatic wound infection, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416600	213724005	[X]Complications of surgical and medical care, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416603	213727003	[X]Other complications of procedures, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416621	213743005	[X]Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416790	213747006	[X]Other complications following immunization, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416792	213749009	[X]Other specified complications and adverse effects of surgical and medical care, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40416808	213763003	[X]Sequelae of complications of surgical and medical care, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40423987	222972006	[X]Hormones and their synthetic substitutes and antagonists causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40423994	222979002	[X]Antigonadotrophins, antiestrogens, antiandrogens causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424008	222991006	[X]Other primarily systemic agents causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424051	223029006	[X]Mixed sedatives and hypnotics causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424462	223039000	[X]Psychotropic drugs causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424472	223048005	[X]Other psychotropic drugs causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424487	223061005	[X]Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424492	223066000	[X]Centrally-acting and adrenergic-neuron-blocking agents causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424498	223071007	[X]Other anti-dysrhythmic drugs causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424501	223074004	[X]Other antihypertensive drugs causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424933	223100006	[X]Mineral salts causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40424962	223125002	[X]Antidotes and chelating agents causing adverse effects in therapeutic use, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40425818	223216000	[X]Anesthesiology devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40425826	223223004	[X]Cardiovascular devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40425832	223229000	[X]Otorhinolaryngological devicess associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40425840	223236004	[X]Gastroenterology and urology devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40425847	223242000	[X]General hospital and personal use devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40425853	223248001	[X]Neurological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40425860	223254000	[X]Obstetric and gynecological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40425866	223260000	[X]Ophthalmic devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40426242	223266006	[X]Radiological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40426249	223272006	[X]Orthopedic devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40426255	223278005	[X]Physical medicine devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40426262	223284008	[X]General- and plastic-surgery devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40426268	223290007	[X]Other and unspecified medical devices associated with adverse incidents, miscellaneous devices, not elsewhere classified	Disorder	Condition	SNOMED	Invalid	Non-standard
40475101	I80-I89	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	ICD10 SubChapter	Condition	ICD10	Valid	Non-standard
40475168	O94-O99	Other obstetric conditions, not elsewhere classified	ICD10 SubChapter	Condition	ICD10	Valid	Non-standard
40475189	Q90-Q99	Chromosomal abnormalities, not elsewhere classified	ICD10 SubChapter	Condition	ICD10	Valid	Non-standard
40475225	T80-T88	Complications of surgical and medical care, not elsewhere classified	ICD10 SubChapter	Condition	ICD10	Valid	Non-standard
